title,average_rating,language_code,num_pages,ratings_count,text_reviews_count,decade,quarter,tra_co,multivolume
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,4.08,eng,64,8,2,2000,1,1,0
Giada's Family Dinners,3.96,eng,256,14103,74,2000,2,1,0
Everyday Italian: 125 Simple and Delicious Recipes,3.95,eng,256,40125,217,2000,1,0,0
Everyday Pasta,4.09,eng,240,8822,55,2000,2,1,0
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,4.09,eng,256,3697,34,2000,3,1,0
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,4.06,eng,304,1426,16,2000,1,1,0
Eat This Book: Cooking with Global Fresh Flavors,3.92,eng,287,275,15,2000,4,1,0
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,3.97,eng,320,628745,13034,2000,4,1,0
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,3.97,spa,250,193,23,2000,3,1,0
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,3.97,en-US,496,98,5,2000,4,1,0
The Last Assassin (John Rain  #5),4.27,eng,338,189,25,2000,2,0,1
Life of Pi,3.91,en-US,401,4318,668,2000,2,0,0
L'Histoire de Pi,3.91,fre,448,177,26,2000,4,1,0
Shadows and Wind: A View of Modern Vietnam,3.49,eng,400,102,8,1990,3,0,0
A Million Little Pieces,3.65,eng,515,206011,10821,2000,3,0,0
A Million Little Pieces of Feces,3.56,en-US,256,43,6,2000,1,0,0
A Million Little Lies,3.41,en-US,191,201,24,2000,1,1,0
The Leadership Challenge,4.05,en-US,458,873,40,2000,3,1,0
Lincoln on Leadership: Executive Strategies for Tough Times,4.14,eng,193,5354,281,1990,1,0,0
Leadership in Organizations,3.68,en-GB,542,55,4,2000,3,0,0
Leadership,3.72,eng,397,1820,147,2000,4,0,0
Men Are from Mars  Women Are from Venus,3.55,eng,368,132062,3303,2010,2,0,0
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,3.62,en-US,368,18,1,1990,4,0,0
How to Succeed with Women,3.76,en-US,320,82,13,1990,4,1,0
The Clan of the Cave Bear (Earth's Children  #1),4.05,eng,512,184418,4432,2000,2,0,1
The Clan of the Cave Bear (Earth's Children  #1),4.05,eng,468,495,67,1980,2,0,1
Moneyball: The Art of Winning an Unfair Game,4.26,eng,317,85094,4155,2000,1,0,0
The 48 Laws of Power,4.18,eng,452,60946,3167,2000,3,1,0
Gates of Fire,4.42,eng,392,21934,1629,2000,3,0,0
Fire Sea (The Death Gate Cycle  #3),4.07,eng,414,16312,175,1990,1,1,1
The Gate of Fire (Oath Of Empire Book Two),3.58,en-US,721,146,4,2000,2,0,0
The Afghan Campaign,3.96,eng,354,3002,198,2000,3,0,0
Tides of War,3.9,eng,448,3422,157,2000,3,0,0
Last of the Amazons,3.76,eng,400,2138,125,2000,3,0,0
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,4.0,eng,168,53653,4702,2000,2,1,0
Gita on the Green,3.78,en-US,176,14,2,2000,2,1,0
Blood Stripes: The Grunt's View of the War in Iraq,3.91,eng,340,85,6,2000,2,1,0
Phaedrus and Letters VII and VIII,4.1,en-US,160,226,20,1970,1,1,0
Phaedrus,3.92,eng,128,29,6,2000,1,1,0
Phaedrus,3.92,eng,176,236,22,2000,3,1,0
Lysis/Phaedrus/Symposium: Plato on Homosexuality,4.47,eng,157,14,0,1990,4,1,0
Enthusiasm and Divine Madness,4.5,eng,125,26,4,2010,1,1,0
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,4.06,eng,272,154,4,2000,2,1,0
Gorgias/Phaedrus (Agora),4.35,eng,233,18,1,1990,3,1,0
Statesman,3.85,eng,128,28,7,1990,1,1,0
Gorgias,3.95,en-GB,208,8186,198,2000,1,1,0
The Histories,3.99,eng,716,34727,597,2000,1,1,0
The Histories,3.99,eng,622,227,18,1950,3,1,0
The History (Great Minds),3.99,en-US,613,2,0,1990,4,1,0
The Histories,3.99,eng,772,271,41,1990,4,1,0
The Histories,3.99,en-US,653,143,17,1970,3,1,0
The Histories,3.99,en-US,464,40,5,1990,1,1,0
The Histories,3.99,en-US,816,132,10,1990,1,1,0
The History,3.99,en-US,710,36,6,1980,1,1,0
The Iliad,3.86,eng,683,288792,3423,1990,2,1,0
Iliad,3.86,en-US,574,1058,137,1990,1,1,0
The Iliad,3.86,en-US,588,692,81,2000,2,1,0
The Iliad/The Odyssey,4.04,eng,1556,54939,380,1990,4,1,0
The Iliad,3.86,eng,462,1919,118,2000,1,1,0
The Iliad,3.86,en-US,312,158,15,1990,3,1,0
The Essential Iliad,3.86,en-US,216,212,18,2000,3,1,0
The Odyssey,3.76,eng,541,760871,6557,2000,4,1,0
The Odyssey,3.76,eng,515,1713,179,1990,4,1,0
The Odyssey,3.76,eng,374,1131,78,1990,2,1,0
The Odyssey,3.76,eng,324,2543,167,2000,1,1,0
The Odyssey,3.76,eng,304,262,24,1990,3,1,0
Aeneid: Selections from Books 1  2  4  6  10  12,4.35,eng,161,69,6,2000,1,1,1
Eclogues. Georgics. Aeneid: Books 1-6,4.22,mul,607,414,10,1990,4,1,1
City Eclogue,4.13,eng,136,67,7,2000,1,0,0
The Eclogues and The Georgics,3.8,eng,180,259,15,1990,3,1,0
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,3.94,eng,272,55,0,1990,4,0,0
The Complete Pelican Shakespeare,4.5,eng,1808,578,25,2000,4,1,0
The Complete Works,4.5,eng,1248,62,6,1990,4,0,0
Hamlet,4.02,eng,289,609271,7139,2000,3,1,0
The Compleat Works of Wllm Shkspr (abridged),4.44,eng,137,8159,118,1990,1,1,0
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,3.64,en-US,272,888,92,1990,2,1,0
The Valkyries,3.31,en-US,212,1204,79,1990,3,1,0
Warrior of the Light,3.7,en-US,142,22662,945,2000,1,0,0
The Zahir,3.57,eng,336,58917,2575,2000,3,1,0
By the River Piedra I Sat Down and Wept,3.57,eng,208,70760,2702,2000,2,1,0
The Fifth Mountain,3.62,en-US,256,1415,68,2000,2,1,0
Veronika Decides to Die,3.7,eng,210,132064,5452,2000,2,1,0
Hamlet,4.02,eng,148,1658,125,2000,4,1,0
Cliffs Notes on Shakespeare's Hamlet,3.69,en-US,129,65,6,2000,2,0,0
Shakespeare's Hamlet,4.02,eng,240,102,16,2000,2,1,0
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,4.29,eng,450,489,57,2010,1,1,0
History of the Peloponnesian War: Bk. 1-2,4.32,mul,496,208,7,1940,1,1,0
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,3.72,eng,172,610,15,1990,4,1,0
History of the Peloponnesian War: Bk. 5-6,4.35,mul,400,38,0,1940,1,1,0
The Peloponnesian War,3.9,eng,530,154,21,1990,2,1,0
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,3.9,eng,554,24,4,1990,3,1,0
History of the Peloponnesian War  Bk. 7-8,4.29,eng,480,35,0,1940,1,1,0
Thucydides  Book 6 Commentary,4.5,eng,34,2,0,1980,1,0,0
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,4.03,eng,221,4483,56,1950,1,1,0
Euripides V: Electra / The Phoenician Women / The Bacchae,4.21,eng,228,3334,46,1960,1,1,0
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,4.21,eng,307,560,8,1960,4,1,0
Grief Lessons: Four Plays by Euripides,4.4,eng,312,679,85,2000,3,1,0
Ten Plays,4.17,en-US,432,1464,21,1990,3,1,0
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),4.0,eng,255,541,15,1990,1,1,1
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,4.31,eng,264,790,12,2000,2,1,0
Medea and Other Plays,4.03,eng,206,9197,120,2000,1,1,0
Cyclops / Alcestis / Medea,4.23,mul,432,61,4,1990,1,1,0
Medea,3.87,grc,431,201,9,2000,3,1,0
The Bacchae and Other Plays,4.14,eng,360,164,8,2000,1,1,0
Bakkhai,3.88,eng,160,154,13,2000,1,1,0
Plays 1: Medea/The Phoenician Women/Bacchae,3.78,eng,192,9,0,2000,4,1,0
The Trojan Women and Hippolytus,3.63,eng,64,34,4,2000,3,0,0
The Bacchae of Euripides: A Communion Rite,3.86,eng,128,116,6,2000,3,0,0
Orestes and Other Plays,4.1,eng,282,158,2,2000,4,1,0
Children of Heracles / Hippolytus / Andromache / Hecuba,4.26,mul,528,27,5,1990,1,1,0
Alcestis,3.83,eng,142,1950,95,1990,1,1,0
Suppliant Women / Electra / Heracles,4.47,mul,464,30,4,1990,3,1,0
Medea,3.87,eng,116,367,35,2000,3,1,0
Euripides: Medea,4.04,eng,160,23,1,2000,4,0,0
CliffsNotes on Euripides' Medea and Electra,4.2,eng,69,5,0,1960,3,0,0
Trojan Women / Iphigenia Among the Taurians / Ion,4.03,mul,528,29,2,1990,4,1,0
Helen / Phoenician Women / Orestes,4.07,mul,605,25,3,2000,2,1,0
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),4.03,eng,144,12,1,2000,1,1,0
The Complete Greek Tragedies  Volume 3: Euripides,4.43,eng,672,46,7,1990,3,1,1
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),4.02,en-US,171,712,53,1960,2,1,0
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),4.1,eng,188,389,26,1990,1,1,0
The Oresteia,4.02,eng,304,77,7,2000,4,1,0
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,4.02,eng,335,28726,591,1980,1,1,0
Oresteia,4.02,eng,224,303,21,1990,3,1,0
Prometheus Bound and Other Plays,4.1,eng,160,4303,62,1960,3,1,0
The Oresteia,4.02,en-US,208,215,25,2000,3,1,0
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,4.02,eng,178,12,3,1990,4,1,0
The Complete Greek Tragedies  Volume 1: Aeschylus,4.1,eng,358,74,7,1990,3,1,1
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),4.03,eng,95,31,3,2000,1,0,0
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),4.02,eng,127,63,8,2000,1,1,0
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,4.1,en-GB,232,12,2,1990,1,1,0
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,4.02,eng,151,89,8,1990,3,1,0
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,4.1,eng,208,1,0,2000,2,1,0
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),4.14,eng,254,5032,36,1960,2,1,0
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,3.97,eng,288,553,46,1990,2,1,0
The Complete Plays,4.27,eng,420,2883,40,2000,1,1,0
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,3.97,eng,259,45589,726,2000,4,1,0
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,3.97,eng,430,2979,288,2000,1,1,0
Theban Plays,3.97,en-US,304,109,7,2000,1,1,0
The Theban Plays (Everyman's Library  #93),3.97,en-US,223,52,3,1990,4,1,1
Electra and Other Plays,4.14,eng,218,135,9,1950,2,1,0
Antigone; Oedipus the Kingn; Electra,3.94,eng,178,13358,199,1990,3,1,0
Oedipus Rex  (The Theban Plays  #1),3.7,eng,75,141555,1776,2000,2,1,1
The Oedipus Plays of Sophocles,3.97,eng,390,8,1,1950,3,1,0
Oedipus Rex (Greek and Latin Classics),3.7,grc,214,218,1,2000,3,1,0
Oedipus the King,3.7,eng,144,740,57,2000,3,1,0
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,4.06,eng,624,6086,79,1980,4,1,0
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,3.94,eng,256,96,8,1990,3,1,0
The Complete Plays,4.21,eng,577,1998,33,1980,1,1,0
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,3.83,eng,336,4,0,1990,1,1,0
Clouds/Wasps/Birds (Aristophanes 1),3.77,eng,480,1,0,1990,3,1,0
Lysistrata and Other Plays,3.95,en-US,241,3833,120,2000,1,1,0
Acharnians,3.42,eng,96,23,1,2000,2,1,0
Clouds,3.75,eng,254,13,2,1960,4,1,0
Clouds/Wasps/Peace,4.07,grc,624,69,10,1990,4,1,0
Three Plays: The Wasps / The Poet and the Women / The Frogs,3.94,eng,224,391,27,1960,1,1,0
Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,4.03,eng,400,14,2,2000,1,1,0
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),4.21,grc,608,58,4,2000,2,1,0
Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,2.8,eng,80,5,0,1980,4,0,0
Aristophanes and Athens: An Introduction to the Plays,4.07,eng,376,14,3,1990,4,0,0
Lysistrata,3.85,eng,98,19,2,1970,1,1,0
Peace,3.6,eng,408,262,13,1990,1,1,0
Lysistrata,3.85,eng,132,30604,552,2000,1,1,0
The Knights / Peace / The Birds / The Assembly Women / Wealth,3.69,en-US,335,42,1,1970,3,1,0
Genres in Dialogue: Plato and the Construct of Philosophy,4.33,en-GB,238,5,2,2000,2,0,0
The Curious Incident of the Dog in the Night-Time,3.88,eng,226,1054308,35537,2000,2,0,0
The Night Gardener,3.64,eng,372,4067,357,2000,3,0,0
Twelfth Night,3.98,eng,272,138101,2513,2000,3,0,0
Brokeback Mountain,3.94,eng,55,24985,1751,2000,4,0,0
Getting Things Done: The Art of Stress-Free Productivity,3.99,en-GB,267,105507,3838,2000,4,0,0
Getting Things Done When You Are Not in Charge,3.46,eng,176,75,12,2000,3,0,0
Formas breves,4.17,spa,144,240,30,2000,2,0,0
El último lector,4.14,spa,209,331,24,2000,3,0,0
Money to Burn,3.76,eng,209,69,12,2000,3,1,0
Respiración artificial,3.96,spa,218,1279,77,2000,1,0,0
Plata quemada,3.76,spa,227,1098,65,2000,3,0,0
American Government: Continuity and Change  Alternate Edition,2.83,eng,664,0,0,2000,1,1,0
Essentials of American and Texas Government: Continuity and Change,3.5,eng,854,0,0,2000,3,1,0
El túnel,4.05,spa,159,453,60,2000,3,0,0
The Confessions (Works of Saint Augustine 1),3.92,eng,416,142,24,2000,4,1,0
The City of God,3.92,eng,905,104,16,2000,3,1,0
The Enchiridion on Faith Hope and Love (Augustine Series 1),4.04,eng,144,271,21,1990,4,1,1
Augustine of Hippo: A Biography,4.27,en-US,576,1643,97,2000,4,0,0
On Christian Doctrine,4.03,eng,191,2335,67,1950,1,1,0
Confessions  Books 1-13,3.92,eng,296,84,8,1990,1,1,1
Saint Augustine,3.55,eng,176,259,30,2000,3,0,0
Augustine: A Very Short Introduction,3.71,eng,144,236,33,2000,2,0,0
On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),3.94,eng,540,29,3,2000,2,1,0
Kitchen Confidential: Adventures in the Culinary Underbelly,4.07,eng,302,2488,266,2000,2,0,0
Confesiones de un chef,4.07,spa,478,11,0,2000,1,0,0
The Metamorphoses of Ovid,4.05,eng,559,710,64,1990,2,1,0
Metamorphoses,4.05,eng,723,48223,764,2000,3,1,0
Metamorphoses,4.05,eng,624,30,8,2000,4,1,0
Ovid's Metamorphoses: Books 1-5,4.27,eng,584,229,16,1990,1,1,1
Ovid’s Metamorphoses: Books 6-10,4.32,eng,560,32,3,1970,1,1,1
Latin Via Ovid: A First Course,4.36,en-US,524,78,8,1980,3,1,0
The Art of Love and Other Poems,4.02,eng,400,98,5,1940,1,1,0
The Poems of Exile: Tristia and the Black Sea Letters,4.12,eng,451,432,14,2000,1,1,0
Metamorphoses: Volume 2  Books IX-XV,4.52,eng,499,61,4,1980,1,1,1
Metamorphoses: Volume I  Books I-VIII,4.42,eng,496,813,14,1970,1,1,1
Practice! Practice!: A Latin Via Ovid Workbook,4.08,eng,152,12,0,1990,3,1,0
Tibullus: A Commentary,3.71,eng,222,7,1,1970,4,0,0
Dionysiac Poetics and Euripides' Bacchae,4.62,eng,440,12,0,1990,4,0,0
Antigone,3.64,eng,197,36,5,2000,3,1,0
Antigone,3.64,eng,208,264,14,2000,2,1,0
Object-Oriented Programming in C++,4.07,eng,640,14,0,1990,3,1,0
The Iliad,3.86,eng,594,30,2,1990,1,1,0
Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,3.79,eng,345,122,16,2000,4,0,0
Reading Greek Tragedy,4.12,eng,302,32,3,1980,3,0,0
Who Needs Greek? Contests in the Cultural History of Hellenism,3.4,eng,334,10,1,2000,2,0,0
Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),3.73,eng,212,10,0,1990,1,0,0
2012: The Return of Quetzalcoatl,3.42,en-US,408,1416,217,2000,2,0,0
Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,4.06,en-US,336,2799,166,2000,3,1,0
Them: Adventures with Extremists,3.95,eng,336,11990,831,2000,1,0,0
The Men Who Stare at Goats,3.61,eng,259,10679,899,2000,2,0,0
Guns  Germs and Steel: The Fates of Human Societies,4.03,eng,518,4356,404,2000,3,0,0
Caught Inside: A Surfer's Year on the California Coast,3.87,eng,256,633,60,1990,2,0,0
Into the Wild,3.98,eng,207,800349,18198,1990,1,0,0
Wild at Heart: Discovering the Secret of a Man's Soul,3.92,eng,256,55106,1503,2000,2,0,0
Wild Swans: Three Daughters of China,4.26,eng,562,73572,4280,2000,3,0,0
Wild Fire (John Corey  #4),4.01,eng,519,20909,944,2000,4,0,1
Born to Be Wild,3.78,eng,354,2456,115,2000,3,0,0
The Call of the Wild,3.86,eng,172,274649,7203,2000,1,1,0
Wild About Books,4.17,eng,40,4541,378,2000,3,1,1
In Web Design for Libraries,2.67,eng,196,9,2,2000,4,0,0
Nickel and Dimed: On (Not) Getting by in America,3.63,eng,240,168362,5762,2000,2,0,0
The History of Sexuality 1: An Introduction,4.04,eng,168,15,3,1970,4,1,0
The History of Sexuality  Volume 1: The Will to Knowledge,4.04,eng,168,313,27,1990,4,1,1
The History of Sexuality  Volume 2: The Use of Pleasure,4.08,eng,304,51,2,1990,3,1,1
The Making of Pride and Prejudice,4.45,eng,128,4244,99,1990,3,1,0
Pride and Prejudice,4.26,eng,333,2399,253,2000,1,0,0
Pride & Prejudice,4.26,eng,392,1821,210,2000,3,1,0
Pride and Prejudice,4.26,eng,476,1146,166,2000,2,1,0
Pride and Prejudice,4.26,eng,392,1628,171,2000,3,1,0
Under the Banner of Heaven: A Story of Violent Faith,4.0,eng,399,7481,1022,2000,3,0,0
Iceland: Land of the Sagas,3.71,eng,160,330,40,1990,4,1,0
Into Thin Air: A Personal Account of the Mount Everest Disaster,4.17,eng,368,351406,11701,1990,4,0,0
In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,4.01,eng,288,1910,136,2000,3,1,0
The World Is Flat: A Brief History of the Twenty-first Century,3.68,eng,616,87570,2800,2000,2,0,0
La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,3.68,spa,495,38,0,2000,1,0,0
The Avalanche Handbook,4.07,eng,342,43,1,2000,4,1,0
Avalanche,3.65,eng,144,273,36,1980,1,0,0
Little Women,4.07,eng,449,1479727,18458,2000,2,0,0
Little Women (Little Women  #1),4.07,eng,536,1395,131,2000,4,1,1
Little Women,4.07,eng,562,462,45,2000,1,1,0
Little Women,4.07,eng,389,166,9,2000,3,1,0
Little Women  Little Men  Jo's Boys,4.33,eng,1064,3124,87,2000,1,1,0
Little Women,4.07,eng,327,83,9,2000,1,0,0
A Tale of Two Cities,3.84,eng,496,131,28,2000,2,1,0
A Tale of Two Cities,3.84,eng,409,1343,183,2000,3,1,0
A Tale of Two Cities: Charles Dickens,4.0,eng,96,10,1,2000,1,0,0
A Tale of Two Cities,3.84,en-US,429,730,88,2000,4,1,0
A Tale of Two Cities,3.84,eng,432,39,9,1990,1,1,0
Den of Thieves,4.16,en-US,592,9718,216,1990,3,0,0
Den of Thieves (Cat Royal  #3),4.21,eng,416,1432,61,2000,1,0,1
Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,4.3,en-US,848,32,2,1990,4,0,0
Bleak House,4.01,eng,887,1235,146,2000,3,1,0
David Copperfield,3.99,eng,928,355,17,2000,1,1,0
What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,3.85,en-US,416,4873,501,1990,2,0,0
Charles Dickens,3.82,eng,224,552,81,2000,2,0,0
Martin Chuzzlewit,3.83,eng,830,13212,394,1990,4,1,0
Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),3.71,eng,176,4532,278,1990,3,0,1
The Third Chimpanzee: The Evolution & Future of the Human Animal,4.06,eng,407,59,1,1990,1,0,1
J.K.Rowling,3.84,eng,112,127,10,2000,3,0,0
Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,4.4,eng,240,11515,139,2000,4,0,1
J.K. Rowling's Harry Potter Novels: A Reader's Guide,3.58,eng,96,78,9,2000,3,0,0
Harry Potter and the Half-Blood Prince (Harry Potter  #6),4.57,eng,768,1213,78,2000,2,0,1
The Santaroga Barrier,3.66,eng,256,1625,85,2000,3,0,0
The Dosadi Experiment (ConSentiency Universe  #2),3.81,eng,320,6146,150,2000,3,0,1
The Eyes of Heisenberg,3.43,eng,192,1485,76,2000,3,0,0
The Birds (Methuen Drama),2.67,en-GB,96,3,1,2000,3,0,0
The Frogs,3.8,en-US,88,3,1,2000,1,1,0
Lysistrata,3.85,eng,320,76,6,1990,2,1,0
"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",3.75,eng,276,3,0,2000,4,0,0
Assembly of Women (Literary Classics),3.77,en-GB,124,56,4,1990,2,1,0
Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,5.0,grc,364,0,0,1940,1,1,0
Aristophanes and His Theatre of the Absurd,3.86,eng,127,7,1,1990,2,0,0
Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,4.47,eng,1076,1107,48,1990,4,1,0
Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,4.5,eng,1199,1324,66,1990,4,1,0
The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),4.45,eng,1016,241,11,2000,4,1,0
The High Window (Philip Marlowe  #3),4.08,eng,265,13233,570,1990,3,0,1
The Simple Art of Murder,4.16,eng,384,4952,162,1980,3,0,0
The Big Sleep (Philip Marlowe  #1),4.01,eng,231,103400,4076,1980,3,0,1
The Long Goodbye (Philip Marlowe  #6),4.22,eng,379,26389,1619,1980,3,0,1
An Evening of Long Goodbyes,3.6,eng,448,983,130,2000,3,0,0
The Long Goodbye: Memories of My Father,3.82,eng,205,214,31,2000,4,0,0
Ghost In the Shell 2: Innocence: After the Long Goodbye,3.97,eng,196,250,12,2000,4,1,0
Breaking the Spell: Religion as a Natural Phenomenon,3.89,eng,448,10135,330,2000,1,0,0
Darwin's Dangerous Idea: Evolution and the Meanings of Life,4.04,eng,588,13563,235,1990,2,0,1
Freedom Evolves,3.83,eng,368,2324,88,2000,1,0,1
Brainstorms: Philosophical Essays on Mind and Psychology,3.95,eng,424,573,11,1980,3,0,0
Kinds of Minds: Towards an Understanding of Consciousness,3.82,eng,192,1555,63,1990,2,0,0
Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,3.61,en-US,244,21,3,1990,2,1,0
Elbow Room: The Varieties of Free Will Worth Wanting,3.92,eng,212,515,37,1980,4,0,0
The Mind’s I: Fantasies and Reflections on Self and Soul,4.14,eng,512,4786,92,1980,2,1,0
The Illustrated A Brief History of Time,4.17,eng,256,817,63,1990,4,0,0
A Briefer History of Time,4.22,eng,176,24035,828,2000,3,1,0
The Universe in a Nutshell,4.15,eng,216,29607,645,2000,4,0,0
God Created the Integers: The Mathematical Breakthroughs That Changed History,4.07,eng,1160,1682,51,2000,4,0,0
Stephen Hawking's Universe: The Cosmos Explained,4.29,eng,304,1469,22,1990,4,1,0
The Future of Spacetime,3.94,eng,224,257,10,2000,2,1,0
