title,average_rating,language_code,num_pages,ratings_count,text_reviews_count,decade,quarter,tra_co,multivolume,len_title,polarity,subjectivity
pragmatic version control using subversion,3.58,eng,256,173,14,2000,2,0,1,44,0.0,0.0
read my lips sexual subversion end gender,3.95,en-US,288,253,17,2000,2,0,0,53,0.5,0.8333333333333334
trump the art deal,3.66,en-US,384,12748,948,2000,4,1,0,26,0.0,0.0
the richest man babylon,4.26,eng,194,76451,3400,2000,1,0,0,26,0.0,0.0
shibumi,4.21,eng,480,9498,637,2000,2,1,0,7,0.0,0.0
1776,4.07,eng,386,166916,6243,2000,3,0,0,4,0.0,0.0
1776,4.22,eng,192,1299,30,1970,4,1,0,4,0.0,0.0
the crescent obscured the united states muslim world 1776 1815,3.62,eng,284,31,5,2000,3,0,0,72,0.0,0.0
the good earth,3.98,eng,418,200744,7656,2000,1,0,1,15,0.7,0.6000000000000001
fast food nation the dark side all american meal,3.74,eng,399,190039,4922,2000,3,0,0,56,0.016666666666666673,0.3333333333333333
fast food nation what the all american meal doing world,3.74,eng,384,811,77,2000,2,0,0,66,0.1,0.3
snow flower secret fan,4.07,eng,269,297533,14935,2000,1,0,0,30,-0.4,0.7
the broker,3.78,eng,422,72361,2334,2000,3,0,0,10,0.0,0.0
the power broker robert moses fall new york,4.51,eng,1344,11208,1237,1970,3,0,0,55,0.13636363636363635,0.45454545454545453
the power broker a novel,3.75,eng,320,28,1,2000,3,0,1,26,0.0,0.0
body for life 12 weeks mental physical strength,3.74,en-US,201,3877,275,1990,2,1,0,55,-0.05,0.17142857142857143
body life women a woman plan physical mental transformation,3.65,en-US,288,401,63,2000,2,1,0,78,-0.05,0.17142857142857143
eating life your guide great health fat loss increased energy,3.95,eng,405,814,51,2000,4,0,0,75,0.8,0.75
the warren buffett way,4.13,en-US,245,228,16,2000,4,1,0,22,0.0,0.0
the warren buffett ceo secrets berkshire hathaway managers,4.07,eng,432,39,1,2000,2,1,0,68,0.0,0.0
monkey business true story scopes trial,3.15,eng,368,26,8,2000,2,1,0,47,0.15,0.325
junie b jones little monkey business,3.99,en-US,68,11178,623,1990,1,1,1,44,-0.11875,0.25
monkey business,3.67,eng,392,3379,67,2000,3,0,0,15,-0.05,0.0
liar poker,4.15,eng,256,22843,936,1990,4,0,0,12,0.0,0.0
liar poker a harry garnish mystery,3.31,eng,214,13,1,1990,2,0,0,37,0.0,0.0
risotto 30 simply delicious vegetarian recipes italian kitchen,4.08,eng,64,8,2,2000,1,1,0,71,0.5,0.5
giada family dinners,3.96,eng,256,14103,74,2000,2,1,0,22,0.0,0.0
everyday italian 125 simple delicious recipes,3.95,eng,256,40125,217,2000,1,0,0,50,0.2,0.48928571428571427
everyday pasta,4.09,eng,240,8822,55,2000,2,1,0,14,-0.2,0.6
tyler ultimate brilliant simple food make any time,4.09,eng,256,3697,34,2000,3,1,0,56,0.3,0.7857142857142857
tyler florence real kitchen an indespensible guide anybody who likes cook,4.06,eng,304,1426,16,2000,1,1,0,83,0.2,0.30000000000000004
eat this book cooking global fresh flavors,3.92,eng,287,275,15,2000,4,1,0,48,0.15,0.25
freakonomics a rogue economist explores hidden side everything,3.97,eng,320,628745,13034,2000,4,1,0,70,-0.16666666666666666,0.3333333333333333
freakonomics un economista políticamente incorrecto explora el lado oculto lo que nos afecta,3.97,spa,250,193,23,2000,3,1,0,96,0.0,0.0
freakonomics a rogue economist explores hidden side everything,3.97,en-US,496,98,5,2000,4,1,0,70,-0.16666666666666666,0.3333333333333333
the last assassin,4.27,eng,338,189,25,2000,2,0,1,18,0.0,0.06666666666666667
life pi,3.91,en-US,401,4318,668,2000,2,0,0,10,0.0,0.0
l histoire pi,3.91,fre,448,177,26,2000,4,1,0,16,0.0,0.0
shadows wind a view modern vietnam,3.49,eng,400,102,8,1990,3,0,0,42,0.2,0.3
a million little pieces,3.65,eng,515,206011,10821,2000,3,0,0,23,-0.1875,0.5
a million little pieces feces,3.56,en-US,256,43,6,2000,1,0,0,32,-0.1875,0.5
a million little lies,3.41,en-US,191,201,24,2000,1,1,0,21,-0.1875,0.5
the leadership challenge,4.05,en-US,458,873,40,2000,3,1,0,24,0.0,0.0
lincoln leadership executive strategies tough times,4.14,eng,193,5354,281,1990,1,0,0,59,-0.3888888888888889,0.8333333333333334
leadership organizations,3.68,en-GB,542,55,4,2000,3,0,0,27,0.0,0.0
leadership,3.72,eng,397,1820,147,2000,4,0,0,10,0.0,0.0
men are mars women are venus,3.55,eng,368,132062,3303,2010,2,0,0,39,0.0,0.0
mars venus book days 365 inspriations enrich your relationships,3.62,en-US,368,18,1,1990,4,0,0,74,0.0,0.0
how succeed women,3.76,en-US,320,82,13,1990,4,1,0,25,0.0,0.0
the clan cave bear,4.05,eng,512,184418,4432,2000,2,0,1,26,0.0,0.0
the clan cave bear,4.05,eng,468,495,67,1980,2,0,1,26,0.0,0.0
moneyball the art winning unfair game,4.26,eng,317,85094,4155,2000,1,0,0,44,-0.13333333333333333,0.7166666666666667
the 48 laws power,4.18,eng,452,60946,3167,2000,3,1,0,20,0.0,0.0
gates fire,4.42,eng,392,21934,1629,2000,3,0,0,13,0.0,0.0
fire sea,4.07,eng,414,16312,175,1990,1,1,1,9,0.0,0.0
the gate fire,3.58,en-US,721,146,4,2000,2,0,0,17,0.0,0.0
the afghan campaign,3.96,eng,354,3002,198,2000,3,0,0,19,0.0,0.0
tides war,3.9,eng,448,3422,157,2000,3,0,0,12,0.0,0.0
last amazons,3.76,eng,400,2138,125,2000,3,0,0,19,0.0,0.06666666666666667
the war art break through blocks win your inner creative battles,4.0,eng,168,53653,4702,2000,2,1,0,74,0.43333333333333335,0.5222222222222223
gita green,3.78,en-US,176,14,2,2000,2,1,0,17,-0.2,0.3
blood stripes the grunt view war iraq,3.91,eng,340,85,6,2000,2,1,0,50,0.0,0.0
phaedrus letters vii viii,4.1,en-US,160,226,20,1970,1,1,0,33,0.0,0.0
phaedrus,3.92,eng,128,29,6,2000,1,1,0,8,0.0,0.0
phaedrus,3.92,eng,176,236,22,2000,3,1,0,8,0.0,0.0
lysis phaedrus symposium plato homosexuality,4.47,eng,157,14,0,1990,4,1,0,48,0.0,0.0
enthusiasm divine madness,4.5,eng,125,26,4,2010,1,1,0,29,0.0,0.0
on love lysis symposium phaedrus alcibiades selections republic laws,4.06,eng,272,154,4,2000,2,1,0,76,0.5,0.6
gorgias phaedrus,4.35,eng,233,18,1,1990,3,1,0,17,0.0,0.0
statesman,3.85,eng,128,28,7,1990,1,1,0,9,0.0,0.0
gorgias,3.95,en-GB,208,8186,198,2000,1,1,0,7,0.0,0.0
the histories,3.99,eng,716,34727,597,2000,1,1,0,13,0.0,0.0
the histories,3.99,eng,622,227,18,1950,3,1,0,13,0.0,0.0
the history,3.99,en-US,613,2,0,1990,4,1,0,12,0.0,0.0
the histories,3.99,eng,772,271,41,1990,4,1,0,13,0.0,0.0
the histories,3.99,en-US,653,143,17,1970,3,1,0,13,0.0,0.0
the histories,3.99,en-US,464,40,5,1990,1,1,0,13,0.0,0.0
the histories,3.99,en-US,816,132,10,1990,1,1,0,13,0.0,0.0
the history,3.99,en-US,710,36,6,1980,1,1,0,11,0.0,0.0
the iliad,3.86,eng,683,288792,3423,1990,2,1,0,9,0.0,0.0
iliad,3.86,en-US,574,1058,137,1990,1,1,0,5,0.0,0.0
the iliad,3.86,en-US,588,692,81,2000,2,1,0,9,0.0,0.0
the iliad the odyssey,4.04,eng,1556,54939,380,1990,4,1,0,21,0.0,0.0
the iliad,3.86,eng,462,1919,118,2000,1,1,0,9,0.0,0.0
the iliad,3.86,en-US,312,158,15,1990,3,1,0,9,0.0,0.0
the essential iliad,3.86,en-US,216,212,18,2000,3,1,0,19,0.0,0.3
the odyssey,3.76,eng,541,760871,6557,2000,4,1,0,11,0.0,0.0
the odyssey,3.76,eng,515,1713,179,1990,4,1,0,11,0.0,0.0
the odyssey,3.76,eng,374,1131,78,1990,2,1,0,11,0.0,0.0
the odyssey,3.76,eng,324,2543,167,2000,1,1,0,11,0.0,0.0
the odyssey,3.76,eng,304,262,24,1990,3,1,0,11,0.0,0.0
aeneid selections books 4 6 10 12,4.35,eng,161,69,6,2000,1,1,1,48,0.0,0.0
eclogues georgics aeneid books 6,4.22,mul,607,414,10,1990,4,1,1,37,0.0,0.0
city eclogue,4.13,eng,136,67,7,2000,1,0,0,12,0.0,0.0
the eclogues the georgics,3.8,eng,180,259,15,1990,3,1,0,29,0.0,0.0
paul kirk championship barbecue sauces 175 make your own sauces marinades dry rubs wet rubs mops salsas,3.94,eng,272,55,0,1990,4,0,0,114,0.14444444444444446,0.6666666666666666
the complete pelican shakespeare,4.5,eng,1808,578,25,2000,4,1,0,32,0.1,0.4
the complete works,4.5,eng,1248,62,6,1990,4,0,0,18,0.1,0.4
hamlet,4.02,eng,289,609271,7139,2000,3,1,0,6,0.0,0.0
the compleat works wllm shkspr,4.44,eng,137,8159,118,1990,1,1,0,34,0.0,0.0
the pilgrimage a contemporary quest ancient wisdom,3.64,en-US,272,888,92,1990,2,1,0,55,0.16666666666666666,0.16666666666666666
the valkyries,3.31,en-US,212,1204,79,1990,3,1,0,13,0.0,0.0
warrior light,3.7,en-US,142,22662,945,2000,1,0,0,20,0.4,0.7
the zahir,3.57,eng,336,58917,2575,2000,3,1,0,9,0.0,0.0
by river piedra i sat down wept,3.57,eng,208,70760,2702,2000,2,1,0,39,-0.15555555555555559,0.2888888888888889
the fifth mountain,3.62,en-US,256,1415,68,2000,2,1,0,18,0.0,0.0
veronika decides die,3.7,eng,210,132064,5452,2000,2,1,0,23,0.0,0.0
hamlet,4.02,eng,148,1658,125,2000,4,1,0,6,0.0,0.0
cliffs notes shakespeare hamlet,3.69,en-US,129,65,6,2000,2,0,0,36,0.0,0.0
shakespeare hamlet,4.02,eng,240,102,16,2000,2,1,0,20,0.0,0.0
hamlet mill an essay investigating origins human knowledge its transmission through myth,4.29,eng,450,489,57,2010,1,1,0,102,0.0,0.1
history peloponnesian war bk,4.32,mul,496,208,7,1940,1,1,0,41,0.0,0.0
on justice power human nature selections the history peloponnesian war,3.72,eng,172,610,15,1990,4,1,0,88,0.0,0.1
history peloponnesian war bk 5 6,4.35,mul,400,38,0,1940,1,1,0,41,0.0,0.0
the peloponnesian war,3.9,eng,530,154,21,1990,2,1,0,21,0.0,0.0
the peloponnesian war a new translation backgrounds interpretations,3.9,eng,554,24,4,1990,3,1,0,70,0.13636363636363635,0.45454545454545453
history peloponnesian war bk 7 8,4.29,eng,480,35,0,1940,1,1,0,41,0.0,0.0
thucydides book 6 commentary,4.5,eng,34,2,0,1980,1,0,0,29,0.0,0.0
euripides i alcestis the medea the heracleidae hippolytus,4.03,eng,221,4483,56,1950,1,1,0,64,0.0,0.0
euripides v electra the phoenician women the bacchae,4.21,eng,228,3334,46,1960,1,1,0,57,0.0,0.0
euripides iv rhesus the suppliant women orestes iphigenia aulis,4.21,eng,307,560,8,1960,4,1,0,73,0.0,0.0
grief lessons four plays euripides,4.4,eng,312,679,85,2000,3,1,0,38,-0.8,0.2
ten plays,4.17,en-US,432,1464,21,1990,3,1,0,9,0.0,0.0
euripides iii hecuba andromache the trojan women ion,4.0,eng,255,541,15,1990,1,1,1,60,0.0,0.0
euripides ii the cyclops heracles iphigenia tauris helen,4.31,eng,264,790,12,2000,2,1,0,66,0.0,0.0
medea other plays,4.03,eng,206,9197,120,2000,1,1,0,21,-0.125,0.375
cyclops alcestis medea,4.23,mul,432,61,4,1990,1,1,0,26,0.0,0.0
medea,3.87,grc,431,201,9,2000,3,1,0,5,0.0,0.0
the bacchae other plays,4.14,eng,360,164,8,2000,1,1,0,27,-0.125,0.375
bakkhai,3.88,eng,160,154,13,2000,1,1,0,7,0.0,0.0
plays medea the phoenician women bacchae,3.78,eng,192,9,0,2000,4,1,0,43,0.0,0.0
the trojan women hippolytus,3.63,eng,64,34,4,2000,3,0,0,31,0.0,0.0
the bacchae euripides a communion rite,3.86,eng,128,116,6,2000,3,0,0,42,0.0,0.0
orestes other plays,4.1,eng,282,158,2,2000,4,1,0,23,-0.125,0.375
children heracles hippolytus andromache hecuba,4.26,mul,528,27,5,1990,1,1,0,55,0.0,0.0
alcestis,3.83,eng,142,1950,95,1990,1,1,0,8,0.0,0.0
suppliant women electra heracles,4.47,mul,464,30,4,1990,3,1,0,36,0.0,0.0
medea,3.87,eng,116,367,35,2000,3,1,0,5,0.0,0.0
euripides medea,4.04,eng,160,23,1,2000,4,0,0,16,0.0,0.0
cliffsnotes euripides medea electra,4.2,eng,69,5,0,1960,3,0,0,43,0.0,0.0
trojan women iphigenia among taurians ion,4.03,mul,528,29,2,1990,4,1,0,49,0.0,0.0
helen phoenician women orestes,4.07,mul,605,25,3,2000,2,1,0,34,0.0,0.0
euripides iphigenia aulis,4.03,eng,144,12,1,2000,1,1,0,30,0.0,0.0
the complete greek tragedies volume 3 euripides,4.43,eng,672,46,7,1990,3,1,1,49,0.05,0.2
aeschylus i oresteia,4.02,en-US,171,712,53,1960,2,1,0,22,0.0,0.0
aeschylus ii the suppliant maidens the persians seven thebes prometheus bound,4.1,eng,188,389,26,1990,1,1,0,94,0.0,0.0
the oresteia,4.02,eng,304,77,7,2000,4,1,0,12,0.0,0.0
the oresteia agamemnon the libation bearers the eumenides,4.02,eng,335,28726,591,1980,1,1,0,60,0.0,0.0
oresteia,4.02,eng,224,303,21,1990,3,1,0,8,0.0,0.0
prometheus bound other plays,4.1,eng,160,4303,62,1960,3,1,0,32,-0.125,0.375
the oresteia,4.02,en-US,208,215,25,2000,3,1,0,12,0.0,0.0
aeschylus the oresteia agamemnon the libation bearers the eumenides,4.02,eng,178,12,3,1990,4,1,0,72,0.0,0.0
the complete greek tragedies volume aeschylus,4.1,eng,358,74,7,1990,3,1,1,49,0.05,0.2
aeschylus the oresteia,4.03,eng,95,31,3,2000,1,0,0,24,0.0,0.0
the oresteia agamemnon choephoroe eumenides,4.02,eng,127,63,8,2000,1,1,0,48,0.0,0.0
aeschylus the persians seven against thebes the suppliants prometheus bound,4.1,en-GB,232,12,2,1990,1,1,0,78,0.0,0.0
the oresteia trilogy agamemnon the libation bearers the furies,4.02,eng,151,89,8,1990,3,1,0,63,0.0,0.0
the suppliant maidens the persians seven thebes prometheus bound,4.1,eng,208,1,0,2000,2,1,0,72,0.0,0.0
sophocles ii ajax women trachis electra philoctetes,4.14,eng,254,5032,36,1960,2,1,0,56,0.0,0.0
the oedipus plays sophocles oedipus king oedipus colonus antigone,3.97,eng,288,553,46,1990,2,1,0,78,0.0,0.0
the complete plays,4.27,eng,420,2883,40,2000,1,1,0,18,0.1,0.4
the oedipus cycle oedipus rex oedipus colonus antigone,3.97,eng,259,45589,726,2000,4,1,0,60,0.0,0.0
the three theban plays antigone oedipus king oedipus colonus,3.97,eng,430,2979,288,2000,1,1,0,70,0.0,0.0
theban plays,3.97,en-US,304,109,7,2000,1,1,0,12,0.0,0.0
the theban plays,3.97,en-US,223,52,3,1990,4,1,1,17,0.0,0.0
electra other plays,4.14,eng,218,135,9,1950,2,1,0,23,-0.125,0.375
antigone oedipus kingn electra,3.94,eng,178,13358,199,1990,3,1,0,36,0.0,0.0
oedipus rex,3.7,eng,75,141555,1776,2000,2,1,1,13,0.0,0.0
the oedipus plays sophocles,3.97,eng,390,8,1,1950,3,1,0,30,0.0,0.0
oedipus rex,3.7,grc,214,218,1,2000,3,1,0,12,0.0,0.0
oedipus king,3.7,eng,144,740,57,2000,3,1,0,16,0.0,0.0
four plays the clouds the birds lysistrata the frogs,4.06,eng,624,6086,79,1980,4,1,0,53,0.0,0.0
three plays aristophanes lysistrata women thesmophoria assemblywomen,3.94,eng,256,96,8,1990,3,1,0,79,0.0,0.0
the complete plays,4.21,eng,577,1998,33,1980,1,1,0,18,0.1,0.4
aristophanes the acharnians peace celebrating ladies wealth,3.83,eng,336,4,0,1990,1,1,0,62,0.0,0.0
clouds wasps birds,3.77,eng,480,1,0,1990,3,1,0,19,0.0,0.0
lysistrata other plays,3.95,en-US,241,3833,120,2000,1,1,0,26,-0.125,0.375
acharnians,3.42,eng,96,23,1,2000,2,1,0,10,0.0,0.0
clouds,3.75,eng,254,13,2,1960,4,1,0,6,0.0,0.0
clouds wasps peace,4.07,grc,624,69,10,1990,4,1,0,18,0.0,0.0
three plays the wasps the poet women the frogs,3.94,eng,224,391,27,1960,1,1,0,59,0.0,0.0
four comedies lysistrata the frogs the birds ladies day,4.03,eng,400,14,2,2000,1,1,0,63,0.0,0.0
frogs assemblywomen wealth,4.21,grc,608,58,4,2000,2,1,0,27,0.0,0.0
cliffs notes aristophanes lysistrata the birds the clouds the frogs,2.8,eng,80,5,0,1980,4,0,0,74,0.0,0.0
aristophanes athens an introduction plays,4.07,eng,376,14,3,1990,4,0,0,53,0.0,0.0
lysistrata,3.85,eng,98,19,2,1970,1,1,0,10,0.0,0.0
peace,3.6,eng,408,262,13,1990,1,1,0,5,0.0,0.0
lysistrata,3.85,eng,132,30604,552,2000,1,1,0,10,0.0,0.0
the knights peace the birds the assembly women wealth,3.69,en-US,335,42,1,1970,3,1,0,61,0.0,0.0
genres dialogue plato construct philosophy,4.33,en-GB,238,5,2,2000,2,0,0,57,0.0,0.0
the curious incident dog night time,3.88,eng,226,1054308,35537,2000,2,0,0,49,-0.1,1.0
the night gardener,3.64,eng,372,4067,357,2000,3,0,0,18,0.0,0.0
twelfth night,3.98,eng,272,138101,2513,2000,3,0,0,13,0.0,0.0
brokeback mountain,3.94,eng,55,24985,1751,2000,4,0,0,18,0.0,0.0
getting things done the art stress free productivity,3.99,en-GB,267,105507,3838,2000,4,0,0,56,0.4,0.8
getting things done when you are not charge,3.46,eng,176,75,12,2000,3,0,0,46,0.0,0.0
formas breves,4.17,spa,144,240,30,2000,2,0,0,13,0.0,0.0
el último lector,4.14,spa,209,331,24,2000,3,0,0,16,0.0,0.0
money burn,3.76,eng,209,69,12,2000,3,1,0,13,0.0,0.0
respiración artificial,3.96,spa,218,1279,77,2000,1,0,0,22,-0.6,1.0
plata quemada,3.76,spa,227,1098,65,2000,3,0,0,13,0.0,0.0
american government continuity change alternate edition,2.83,eng,664,0,0,2000,1,1,0,61,0.0,0.0
essentials american texas government continuity change,3.5,eng,854,0,0,2000,3,1,0,66,0.0,0.0
el túnel,4.05,spa,159,453,60,2000,3,0,0,8,0.0,0.0
the confessions,3.92,eng,416,142,24,2000,4,1,0,16,0.0,0.0
the city god,3.92,eng,905,104,16,2000,3,1,0,15,0.0,0.0
the enchiridion faith hope love,4.04,eng,144,271,21,1990,4,1,1,39,0.5,0.6
augustine hippo a biography,4.27,en-US,576,1643,97,2000,4,0,0,31,0.0,0.0
on christian doctrine,4.03,eng,191,2335,67,1950,1,1,0,21,0.0,0.0
confessions books 13,3.92,eng,296,84,8,1990,1,1,1,23,0.0,0.0
saint augustine,3.55,eng,176,259,30,2000,3,0,0,15,0.0,0.0
augustine a very short introduction,3.71,eng,144,236,33,2000,2,0,0,36,0.0,0.39
on genesis a refutation manichees the unfinished literal meaning genesis,3.94,eng,540,29,3,2000,2,1,0,83,0.0,0.0
kitchen confidential adventures culinary underbelly,4.07,eng,302,2488,266,2000,2,0,0,59,0.0,0.0
confesiones un chef,4.07,spa,478,11,0,2000,1,0,0,22,0.0,0.0
the metamorphoses ovid,4.05,eng,559,710,64,1990,2,1,0,25,0.0,0.0
metamorphoses,4.05,eng,723,48223,764,2000,3,1,0,13,0.0,0.0
metamorphoses,4.05,eng,624,30,8,2000,4,1,0,13,0.0,0.0
ovid metamorphoses books 5,4.27,eng,584,229,16,1990,1,1,1,31,0.0,0.0
ovid metamorphoses books 6 10,4.32,eng,560,32,3,1970,1,1,1,32,0.0,0.0
latin via ovid a first course,4.36,en-US,524,78,8,1980,3,1,0,30,0.25,0.3333333333333333
the art love other poems,4.02,eng,400,98,5,1940,1,1,0,31,0.1875,0.4875
the poems exile tristia black sea letters,4.12,eng,451,432,14,2000,1,1,0,53,-0.16666666666666666,0.43333333333333335
metamorphoses volume books ix xv,4.52,eng,499,61,4,1980,1,1,1,36,0.0,0.0
metamorphoses volume i books i viii,4.42,eng,496,813,14,1970,1,1,1,37,0.0,0.0
practice practice a latin via ovid workbook,4.08,eng,152,12,0,1990,3,1,0,46,0.0,0.0
tibullus a commentary,3.71,eng,222,7,1,1970,4,0,0,22,0.0,0.0
dionysiac poetics euripides bacchae,4.62,eng,440,12,0,1990,4,0,0,40,0.0,0.0
antigone,3.64,eng,197,36,5,2000,3,1,0,8,0.0,0.0
antigone,3.64,eng,208,264,14,2000,2,1,0,8,0.0,0.0
object oriented programming c,4.07,eng,640,14,0,1990,3,1,0,34,0.0,0.0
the iliad,3.86,eng,594,30,2,1990,1,1,0,9,0.0,0.0
love sex tragedy how ancient world shapes our lives,3.79,eng,345,122,16,2000,4,0,0,59,0.5,0.6
reading greek tragedy,4.12,eng,302,32,3,1980,3,0,0,21,0.0,0.0
who needs greek contests cultural history hellenism,3.4,eng,334,10,1,2000,2,0,0,62,0.05,0.05
foucault virginity ancient erotic fiction history sexuality,3.73,eng,212,10,0,1990,1,0,0,72,0.7,0.9
2012 the return quetzalcoatl,3.42,en-US,408,1416,217,2000,2,0,0,32,0.0,0.0
breaking open head a psychedelic journey into heart contemporary shamanism,4.06,en-US,336,2799,166,2000,3,1,0,86,0.08333333333333333,0.3333333333333333
them adventures extremists,3.95,eng,336,11990,831,2000,1,0,0,32,0.0,0.0
the men who stare goats,3.61,eng,259,10679,899,2000,2,0,0,26,0.0,0.0
guns germs steel the fates human societies,4.03,eng,518,4356,404,2000,3,0,0,51,0.0,0.1
caught inside a surfer year california coast,3.87,eng,256,633,60,1990,2,0,0,54,0.0,0.0
into wild,3.98,eng,207,800349,18198,1990,1,0,0,13,0.1,0.4
wild heart discovering secret man soul,3.92,eng,256,55106,1503,2000,2,0,0,53,-0.15000000000000002,0.55
wild swans three daughters china,4.26,eng,562,73572,4280,2000,3,0,0,36,0.1,0.4
wild fire,4.01,eng,519,20909,944,2000,4,0,1,10,0.1,0.4
born be wild,3.78,eng,354,2456,115,2000,3,0,0,15,0.1,0.4
the call wild,3.86,eng,172,274649,7203,2000,1,1,0,20,0.1,0.4
wild about books,4.17,eng,40,4541,378,2000,3,1,1,16,0.1,0.4
in web design libraries,2.67,eng,196,9,2,2000,4,0,0,27,0.0,0.0
nickel dimed on getting america,3.63,eng,240,168362,5762,2000,2,0,0,43,0.0,0.0
the history sexuality an introduction,4.04,eng,168,15,3,1970,4,1,0,43,0.0,0.0
the history sexuality volume the will knowledge,4.04,eng,168,313,27,1990,4,1,1,57,0.0,0.0
the history sexuality volume the use pleasure,4.08,eng,304,51,2,1990,3,1,1,55,0.0,0.0
the making pride prejudice,4.45,eng,128,4244,99,1990,3,1,0,33,0.0,0.0
pride prejudice,4.26,eng,333,2399,253,2000,1,0,0,19,0.0,0.0
pride prejudice,4.26,eng,392,1821,210,2000,3,1,0,17,0.0,0.0
pride prejudice,4.26,eng,476,1146,166,2000,2,1,0,19,0.0,0.0
pride prejudice,4.26,eng,392,1628,171,2000,3,1,0,19,0.0,0.0
under banner heaven a story violent faith,4.0,eng,399,7481,1022,2000,3,0,0,52,-0.8,1.0
iceland land sagas,3.71,eng,160,330,40,1990,4,1,0,26,0.0,0.0
into thin air a personal account mount everest disaster,4.17,eng,368,351406,11701,1990,4,0,0,63,-0.2,0.5750000000000001
in land white death an epic story survival siberian arctic,4.01,eng,288,1910,136,2000,3,1,0,76,0.05,0.2
the world is flat a brief history twenty first century,3.68,eng,616,87570,2800,2000,2,0,0,62,0.075,0.2638888888888889
la tierra es plana breve historia del mundo globalizado del siglo xxi,3.68,spa,495,38,0,2000,1,0,0,70,0.0,0.0
the avalanche handbook,4.07,eng,342,43,1,2000,4,1,0,22,0.0,0.0
avalanche,3.65,eng,144,273,36,1980,1,0,0,9,0.0,0.0
little women,4.07,eng,449,1479727,18458,2000,2,0,0,12,-0.1875,0.5
little women,4.07,eng,536,1395,131,2000,4,1,1,13,-0.1875,0.5
little women,4.07,eng,562,462,45,2000,1,1,0,12,-0.1875,0.5
little women,4.07,eng,389,166,9,2000,3,1,0,12,-0.1875,0.5
little women little men jo boys,4.33,eng,1064,3124,87,2000,1,1,0,35,-0.1875,0.5
little women,4.07,eng,327,83,9,2000,1,0,0,12,-0.1875,0.5
a tale two cities,3.84,eng,496,131,28,2000,2,1,0,20,0.0,0.0
a tale two cities,3.84,eng,409,1343,183,2000,3,1,0,20,0.0,0.0
a tale two cities charles dickens,4.0,eng,96,10,1,2000,1,0,0,37,0.0,0.0
a tale two cities,3.84,en-US,429,730,88,2000,4,1,0,20,0.0,0.0
a tale two cities,3.84,eng,432,39,9,1990,1,1,0,20,0.0,0.0
den thieves,4.16,en-US,592,9718,216,1990,3,0,0,14,0.0,0.0
den thieves,4.21,eng,416,1432,61,2000,1,0,1,15,0.0,0.0
charles dickens four novels great expectations hard times a christmas carol a tale two cities,4.3,en-US,848,32,2,1990,4,0,0,106,0.25416666666666665,0.6458333333333333
bleak house,4.01,eng,887,1235,146,2000,3,1,0,11,-1.0,1.0
david copperfield,3.99,eng,928,355,17,2000,1,1,0,17,0.0,0.0
what jane austen ate charles dickens knew from fox hunting whist facts daily life 19th century england,3.85,en-US,416,4873,501,1990,2,0,0,120,0.0,0.0
